PERIOD,USR_MATRICULE,ASSIDUITE,PROD,QUAL,DEPASS,SCORE,GENERATED,score_mean,score_std,score_last,score_trend,score_change,score_missing_count,assiduite_mean,assiduite_std,assiduite_last,assiduite_trend,assiduite_change,assiduite_missing_count,prod_mean,prod_std,prod_last,prod_trend,prod_change,prod_missing_count,qual_mean,qual_std,qual_last,qual_trend,qual_change,qual_missing_count,depass_mean,depass_std,depass_last,depass_trend,depass_change,depass_missing_count,target_SCORE,ASSIDUITE_lag_1,ASSIDUITE_lag_2,ASSIDUITE_lag_3,PROD_lag_1,PROD_lag_2,PROD_lag_3,QUAL_lag_1,QUAL_lag_2,QUAL_lag_3,DEPASS_lag_1,DEPASS_lag_2,DEPASS_lag_3,SCORE_lag_1,SCORE_lag_2,SCORE_lag_3
2026-01-01,2010,98.296,97.399,70.009,-49.278,78.746,True,70.12533333333333,4.532302529865174,70.366,2.953999999999997,5.908000000000001,0.0,105.84133333333334,3.156761772590529,110.0,2.4159999999999875,4.831999999999994,0.0,100.65933333333334,7.871280130251296,110.0,9.627499999999994,19.254999999999995,0.0,73.99566666666668,2.577291127435075,74.783,-0.9504999999999932,-1.9009999999999962,0.0,-0.004999999999999598,19.8756164851978,13.321,-0.7219999999999969,-1.4440000000000008,0.0,78.746,110.0,102.356,105.168,110.0,101.233,90.745,74.783,70.52,76.684,13.321,-28.101,14.765,70.366,75.552,64.458
2026-02-01,2010,105.536,79.435,71.406,-43.032,74.852,True,74.88799999999999,3.4531890574752286,78.746,1.5969999999999958,3.1939999999999884,0.0,103.55066666666666,4.8522383380135885,98.296,-2.0299999999999683,-4.059999999999988,0.0,102.87733333333334,5.274098617036111,97.399,-1.9169999999999814,-3.834000000000003,0.0,71.77066666666667,2.1402327495443636,70.009,-0.25549999999999473,-0.5109999999999957,0.0,-21.352666666666664,25.997611458662035,-49.278,-10.588500000000009,-21.177,0.0,74.852,98.296,110.0,102.356,97.399,110.0,101.233,70.009,74.783,70.52,-49.278,13.321,-28.101,78.746,70.366,75.552
2025-11-01,2780,105.043,90.486,,,97.764,True,70.747,10.844585838103734,63.858,0.7665000000000223,1.5329999999999941,0.0,95.74666666666667,4.44922834757769,90.88,-1.9229999999999987,-3.8460000000000036,0.0,91.15499999999999,15.51414728562289,72.002,-9.730499999999997,-19.461,0.0,83.193,1.0009125835955885,82.38,-1.1114999999999906,-2.222999999999999,0.0,-12.893666666666666,29.249099249188664,-10.171,-15.8305,-31.660999999999998,0.0,97.764,90.88,101.634,94.726,72.002,110.0,91.463,82.38,82.596,84.603,-10.171,-50.0,21.49,63.858,86.058,62.325
2025-12-01,2780,96.781,89.807,77.007,13.339,62.564,True,82.56,14.061323124087577,97.764,5.853000000000011,11.705999999999989,0.0,99.18566666666668,6.035638288992772,105.043,1.704500000000018,3.409000000000006,0.0,90.82933333333334,15.514518132668153,90.486,-9.756999999999993,-19.513999999999996,0.0,82.488,0.10800000000000409,82.38,-0.2160000000000224,-0.21600000000000819,1.0,-30.0855,19.9145,-10.171,39.829,39.829,1.0,62.564,105.043,90.88,101.634,90.486,72.002,110.0,,82.38,82.596,,-10.171,-50.0,97.764,63.858,86.058
2026-01-01,2780,97.827,101.123,24.472,34.066,47.339,True,74.72866666666665,16.297004741840002,62.564,-0.647000000000004,-1.293999999999997,0.0,97.568,5.808738761555734,96.781,2.9505000000000092,5.9010000000000105,0.0,84.09833333333334,8.55788993982876,89.807,8.902500000000002,17.805000000000007,0.0,79.6935,2.6864999999999952,77.007,-5.3729999999999905,-5.3729999999999905,1.0,1.5840000000000005,11.754999999999999,13.339,23.509999999999998,23.509999999999998,1.0,47.339,96.781,105.043,90.88,89.807,90.486,72.002,77.007,,82.38,13.339,,-10.171,62.564,97.764,63.858
2026-02-01,2780,95.894,85.615,72.023,8.243,61.322,True,69.22233333333334,21.117452629414267,47.339,-25.212500000000002,-50.425,0.0,99.88366666666667,3.673106708072732,97.827,-3.608000000000002,-7.216000000000008,0.0,93.80533333333334,5.181791474855863,101.123,5.318500000000012,10.637,0.0,50.73950000000001,26.267500000000002,24.472,-52.535,-52.535000000000004,1.0,23.7025,10.363500000000002,34.066,20.727,20.727000000000004,1.0,61.322,97.827,96.781,105.043,101.123,89.807,90.486,24.472,77.007,,34.066,13.339,,47.339,62.564,97.764
2025-11-01,3531,92.279,97.098,95.439,-24.666,77.37,True,72.02866666666667,13.689668156030017,56.834,-16.591,-33.182,0.0,93.226,2.133721787550255,93.153,1.2515000000000103,2.503,0.0,96.794,5.317415224210601,101.595,6.107000000000011,12.213999999999999,0.0,85.26599999999999,6.914999999999999,78.351,-13.830000000000005,-13.829999999999998,1.0,28.139,17.622999999999998,45.762,35.245999999999995,35.246,1.0,77.37,93.153,95.875,90.65,101.595,99.406,89.381,78.351,92.181,,45.762,10.516,,56.834,69.236,90.016
2025-12-01,3531,96.79,100.031,86.864,3.744,69.985,True,67.81333333333333,8.443925206258573,77.37,4.066999999999992,8.134,0.0,93.769,1.531316644808208,92.279,-1.79799999999999,-3.5960000000000036,0.0,99.36633333333333,1.8361068112237433,97.098,-1.153999999999982,-2.308000000000007,0.0,88.657,7.407827751777168,95.439,1.629000000000008,3.2579999999999956,0.0,10.537333333333333,28.752114557986086,-24.666,-17.591000000000005,-35.182,0.0,69.985,92.279,93.153,95.875,97.098,101.595,99.406,95.439,78.351,92.181,-24.666,45.762,10.516,77.37,56.834,69.236
2026-01-01,3531,81.834,83.453,,,82.644,True,68.063,8.493228165230619,69.985,6.575500000000006,13.150999999999996,0.0,94.07400000000001,1.953366495736701,96.79,1.8185000000000011,3.6370000000000005,0.0,99.57466666666666,1.8640336787610778,100.031,-0.7819999999999777,-1.563999999999993,0.0,86.88466666666666,6.976162093555133,86.864,4.256500000000013,8.513000000000005,0.0,8.28,28.930459934124794,3.744,-21.009,-42.018,0.0,82.644,96.79,92.279,93.153,100.031,97.098,101.595,86.864,95.439,78.351,3.744,-24.666,45.762,69.985,77.37,56.834
2026-02-01,3531,90.578,90.712,87.119,11.522,64.222,True,76.66633333333334,5.191912321635987,82.644,2.637000000000001,5.274000000000001,0.0,90.301,6.263909694964214,81.834,-5.222499999999984,-10.444999999999993,0.0,93.52733333333333,7.223561740735814,83.453,-6.822499999999998,-13.644999999999996,0.0,91.1515,4.287499999999994,86.864,-8.574999999999996,-8.574999999999989,1.0,-10.461,14.205,3.744,28.41,28.41,1.0,64.222,81.834,96.79,92.279,83.453,100.031,97.098,,86.864,95.439,,3.744,-24.666,82.644,69.985,77.37
2025-11-01,3548,97.946,101.963,86.798,15.399,67.827,True,74.05466666666666,14.376120114813855,61.879,-16.181999999999995,-32.364,0.0,96.24666666666667,3.5012414306293604,101.192,3.816000000000007,7.631999999999991,0.0,95.06400000000001,1.4810768604858668,96.943,1.0084999999999942,2.016999999999996,0.0,80.696,6.6569999999999965,87.353,13.314,13.313999999999993,1.0,17.576999999999998,20.396,37.973,40.79199999999999,40.792,1.0,67.827,101.192,93.988,93.56,96.943,93.323,94.926,87.353,74.039,,37.973,-2.819,,61.879,66.042,94.243
2025-12-01,3548,102.608,95.267,84.357,1.201,70.258,True,65.24933333333333,2.49210972649458,67.827,0.8924999999999955,1.7849999999999966,0.0,97.70866666666666,2.945804851347456,97.946,1.979000000000013,3.9579999999999984,0.0,97.40966666666667,3.542666917576205,101.963,4.320000000000021,8.64,0.0,82.73,6.149640477296212,86.798,6.3795,12.759,0.0,16.851,16.684884256915495,15.399,9.109000000000002,18.218,0.0,70.258,97.946,101.192,93.988,101.963,96.943,93.323,86.798,87.353,74.039,15.399,37.973,-2.819,67.827,61.879,66.042
2026-01-01,3548,100.141,110.0,94.481,27.028,69.398,True,66.65466666666667,3.519723884372497,70.258,4.189500000000006,8.378999999999998,0.0,100.582,1.9515183832083176,102.608,0.7080000000000263,1.416000000000011,0.0,98.05766666666666,2.8449915446076255,95.267,-0.8379999999999792,-1.676000000000002,0.0,86.16933333333334,1.3013890869204154,84.357,-1.4979999999999951,-2.995999999999995,0.0,18.191,15.141365944546306,1.201,-18.385999999999996,-36.772,0.0,69.398,102.608,97.946,101.192,95.267,101.963,96.943,84.357,86.798,87.353,1.201,15.399,37.973,70.258,67.827,61.879
2026-02-01,3548,95.407,90.138,91.244,13.205,65.896,True,69.16099999999999,1.006501200529172,69.398,0.7855000000000195,1.570999999999998,0.0,100.23166666666667,1.9043330124277715,100.141,1.0975000000000203,2.1950000000000074,0.0,102.41000000000001,6.023021334845164,110.0,4.018500000000018,8.037000000000006,0.0,88.54533333333332,4.313832351350193,94.481,3.841499999999994,7.682999999999993,0.0,14.542666666666667,10.561201394201744,27.028,5.8145,11.629,0.0,65.896,100.141,102.608,97.946,110.0,95.267,101.963,94.481,84.357,86.798,27.028,1.201,15.399,69.398,70.258,67.827
2025-11-01,3886,110.0,90.625,77.855,6.966,67.878,True,74.167,6.529818731532035,71.362,1.7060000000000095,3.411999999999992,0.0,106.90433333333334,4.056325951180723,110.0,0.23050000000001525,0.4609999999999985,0.0,103.122,9.557757477567637,110.0,0.12000000000003234,0.23999999999999488,0.0,83.10333333333334,7.24926811631507,83.113,4.446500000000021,8.893,0.0,-3.539333333333333,32.894355588087684,17.663,-2.0279999999999982,-4.056000000000001,0.0,67.878,110.0,101.174,109.539,110.0,89.606,109.76,83.113,91.977,74.22,17.663,-50.0,21.719,71.362,83.189,67.95
2025-12-01,3886,107.625,95.516,84.766,21.238,66.667,True,74.14299999999999,6.5527170446057434,67.878,-7.655499999999998,-15.310999999999993,0.0,107.05799999999999,4.160616300501642,110.0,4.413000000000007,8.825999999999993,0.0,96.74366666666667,9.382869864220057,90.625,0.5095000000000137,1.0190000000000055,0.0,84.315,5.827596645845238,77.855,-7.0609999999999795,-14.122,0.0,-8.457,29.69817153743083,6.966,28.483000000000008,56.966,0.0,66.667,110.0,110.0,101.174,90.625,110.0,89.606,77.855,83.113,91.977,6.966,17.663,-50.0,67.878,71.362,83.189
2026-01-01,3886,100.958,78.444,77.066,17.165,59.826,True,68.63566666666667,1.990192676322792,66.667,-2.347499999999982,-4.694999999999993,0.0,109.20833333333333,1.1195857368787003,107.625,-1.1874999999999922,-2.375,0.0,98.71366666666667,8.226642098828794,95.516,-7.241999999999983,-14.483999999999995,0.0,81.91133333333335,2.9465779398406475,84.766,0.8265000000000067,1.6530000000000058,0.0,15.289000000000001,6.0635194950347655,21.238,1.787500000000002,3.5749999999999993,0.0,59.826,107.625,110.0,110.0,95.516,90.625,110.0,84.766,77.855,83.113,21.238,6.966,17.663,66.667,67.878,71.362
2026-02-01,3886,107.298,106.093,82.416,11.648,71.04,True,64.79033333333334,3.544957388867868,59.826,-4.025999999999992,-8.052,0.0,106.19433333333332,3.827492332527338,100.958,-4.5209999999999795,-9.042000000000002,0.0,88.19500000000001,7.178299287900072,78.444,-6.0904999999999925,-12.180999999999997,0.0,79.89566666666667,3.4588765356527102,77.066,-0.394500000000002,-0.7890000000000015,0.0,15.123,6.002767084159327,17.165,5.099500000000002,10.198999999999998,0.0,71.04,100.958,107.625,110.0,78.444,95.516,90.625,77.066,84.766,77.855,17.165,21.238,6.966,59.826,66.667,67.878
2025-11-01,4291,104.33,0.0,,,52.165,False,52.165,0.0,52.165,3.1776437161565094e-15,0.0,0.0,104.33,0.0,104.33,6.355287432313019e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,52.165,104.33,104.33,104.33,0.0,0.0,0.0,,,,,,,52.165,52.165,52.165
2025-12-01,4291,104.97024761802011,0.0,,,52.485,True,52.165,0.0,52.165,3.1776437161565094e-15,0.0,0.0,104.33,0.0,104.33,6.355287432313019e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,52.485,104.33,104.33,104.33,0.0,0.0,0.0,,,,,,,52.165,52.165,52.165
2026-01-01,4291,104.08928114288477,45.17916813648488,,,74.634,True,52.27166666666667,0.15084944665313027,52.485,0.1599999999999976,0.3200000000000003,0.0,104.54341587267338,0.3018156215603704,104.97024761802011,0.32012380901006093,0.640247618020112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,74.634,104.97024761802011,104.33,104.33,0.0,0.0,0.0,,,,,,,52.485,52.165,52.165
2026-02-01,4291,104.11920243787473,8.854867447875046,,,56.487,True,59.76133333333333,10.51737484144953,74.634,11.234500000000015,22.469,0.0,104.46317625363497,0.3717771899738501,104.08928114288477,-0.12035942855758738,-0.24071885711522611,0.0,15.059722712161628,21.297664105117104,45.17916813648488,22.58958406824245,45.17916813648488,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,56.487,104.08928114288477,104.97024761802011,104.33,45.17916813648488,0.0,0.0,,,,,,,74.634,52.485,52.165
2025-11-01,4292,105.23,0.0,,,52.615,False,52.615,0.0,52.615,1.2710574864626037e-14,0.0,0.0,105.23,0.0,105.23,2.5421149729252075e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,52.615,105.23,105.23,105.23,0.0,0.0,0.0,,,,,,,52.615,52.615,52.615
2025-12-01,4292,105.49358650717654,0.0,,,52.747,True,52.615,0.0,52.615,1.2710574864626037e-14,0.0,0.0,105.23,0.0,105.23,2.5421149729252075e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,52.747,105.23,105.23,105.23,0.0,0.0,0.0,,,,,,,52.615,52.615,52.615
2026-01-01,4292,104.88788840733912,0.0,,,52.444,True,52.659,0.06222539674441519,52.747,0.06600000000000476,0.1319999999999979,0.0,105.31786216905886,0.12425587110253908,105.49358650717654,0.1317932535882871,0.26358650717654086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,52.444,105.49358650717654,105.23,105.23,0.0,0.0,0.0,,,,,,,52.747,52.615,52.615
2026-02-01,4292,105.81657956522768,33.78207141415705,,,69.799,True,52.602,0.12404031602668437,52.444,-0.08549999999998437,-0.17099999999999937,0.0,105.20382497150523,0.24796692806930792,104.88788840733912,-0.17105579633043613,-0.34211159266088487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,69.799,104.88788840733912,105.49358650717654,105.23,0.0,0.0,0.0,,,,,,,52.444,52.747,52.615
2025-11-01,4302,106.58,0.0,,,53.29,False,35.31733333333333,15.737301427570808,53.29,19.16350000000001,38.327,0.0,106.58,0.0,106.58,2.5421149729252075e-14,0.0,0.0,52.68711685666667,40.258105029789675,0.0,-48.857758619999984,-97.71551724,0.0,-20.97222222,23.47222222,2.5,46.94444443999999,46.94444444,1.0,59.31512434,40.68487566,18.63024868,-81.36975132,-81.36975132,1.0,53.29,106.58,106.58,106.58,0.0,60.34583333,97.71551724,,2.5,-44.44444444,,18.63024868,100.0,53.29,37.699,14.963
2025-12-01,4302,106.58,0.0,,,53.29,False,48.092999999999996,7.349667883652975,53.29,7.7955000000000085,15.591000000000001,0.0,106.58,0.0,106.58,2.5421149729252075e-14,0.0,0.0,20.115277776666666,28.447298642664116,0.0,-30.172916665,-60.34583333,0.0,2.5,0.0,2.5,0.0,0.0,2.0,18.63024868,0.0,18.63024868,0.0,0.0,2.0,53.29,106.58,106.58,106.58,0.0,0.0,60.34583333,,,2.5,,,18.63024868,53.29,53.29,37.699
2026-01-01,4302,106.58,0.0,,,53.29,False,53.29,0.0,53.29,1.2710574864626037e-14,0.0,0.0,106.58,0.0,106.58,2.5421149729252075e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,53.29,106.58,106.58,106.58,0.0,0.0,0.0,,,,,,,53.29,53.29,53.29
2026-02-01,4302,106.58,0.0,,,53.29,False,53.29,0.0,53.29,1.2710574864626037e-14,0.0,0.0,106.58,0.0,106.58,2.5421149729252075e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,53.29,106.58,106.58,106.58,0.0,0.0,0.0,,,,,,,53.29,53.29,53.29
2025-11-01,4304,99.56,101.25,87.5,100.0,47.078,False,82.94866666666667,16.830355538596194,67.05,-19.593999999999994,-39.188,0.0,99.56,0.0,99.56,1.2710574864626037e-14,0.0,0.0,79.67288012666667,33.083413688965614,34.53947368,-39.18859650999999,-78.37719301999999,0.0,100.0,0.0,100.0,0.0,0.0,2.0,-11.11111111,0.0,-11.11111111,0.0,0.0,2.0,47.078,99.56,99.56,99.56,34.53947368,91.5625,112.9166667,,100.0,,,-11.11111111,,67.05,75.558,106.238
2025-12-01,4304,99.56,72.55263158,100.0,0.0,68.028,False,63.22866666666667,11.93676509314349,47.078,-14.239999999999998,-28.480000000000004,0.0,99.56,0.0,99.56,1.2710574864626037e-14,0.0,0.0,75.78399122666667,29.431214549697298,101.25,4.843750000000013,9.6875,0.0,93.75,6.25,87.5,-12.500000000000014,-12.5,1.0,44.444444445,55.555555555,100.0,111.11111110999997,111.11111111,1.0,68.028,99.56,99.56,99.56,101.25,34.53947368,91.5625,87.5,,100.0,100.0,,-11.11111111,47.078,67.05,75.558
2026-01-01,4304,99.56,120.0,25.0,100.0,36.14,False,60.71866666666667,9.6536680881184,68.028,0.48900000000001537,0.9780000000000086,0.0,99.56,0.0,99.56,1.2710574864626037e-14,0.0,0.0,69.44736842,27.32283019677248,72.55263158,19.00657895000001,38.013157899999996,0.0,93.75,6.25,100.0,12.499999999999993,12.5,1.0,50.0,50.0,0.0,-100.0,-100.0,1.0,36.14,99.56,99.56,99.56,72.55263158,101.25,34.53947368,100.0,87.5,,0.0,100.0,,68.028,47.078,67.05
2026-02-01,4304,99.56,99.43661972,0.0,100.0,24.749,False,50.415333333333336,13.230381232434523,36.14,-5.468999999999998,-10.938000000000002,0.0,99.56,0.0,99.56,1.2710574864626037e-14,0.0,0.0,97.93421052666667,19.511689442817,120.0,9.374999999999998,18.75,0.0,70.83333333333333,32.80836614171588,25.0,-31.249999999999993,-62.5,0.0,66.66666666666667,47.14045207910317,100.0,3.1776437161565094e-15,0.0,0.0,24.749,99.56,99.56,99.56,120.0,72.55263158,101.25,25.0,100.0,87.5,100.0,0.0,100.0,36.14,68.028,47.078
2025-11-01,4309,101.5,60.72916667,50.0,50.66666667,40.391,False,53.98233333333334,5.199272406361831,46.677,-5.117499999999995,-10.235,0.0,101.5,0.0,101.5,6.355287432313019e-15,0.0,0.0,50.358587050000004,20.632719430051196,48.35639538,11.103485045000012,22.206970090000002,0.0,81.43668831000001,14.348799060335935,65.05681818,-17.47159090999999,-34.94318182000001,0.0,17.36547809,12.405098440076614,28.20688084,14.103440420000002,28.20688084,0.0,40.391,101.5,101.5,101.5,48.35639538,76.56994048,26.14942529,65.05681818,79.25324675,100.0,28.20688084,23.88955343,0.0,46.677,58.358,56.912
2025-12-01,4309,101.5,43.11006289,75.92592593,29.98746867,47.637,False,48.47533333333333,7.444406147496849,40.391,-8.983500000000001,-17.967,0.0,101.5,0.0,101.5,6.355287432313019e-15,0.0,0.0,61.885167509999995,11.547100219939608,60.72916667,-7.920386904999991,-15.840773810000002,0.0,64.77002164333334,11.944309678508827,50.0,-14.626623374999994,-29.253246750000002,0.0,34.25436698,11.738327956657338,50.66666667,13.38855662,26.77711324,0.0,47.637,101.5,101.5,101.5,60.72916667,48.35639538,76.56994048,50.0,65.05681818,79.25324675,50.66666667,28.20688084,23.88955343,40.391,46.677,58.358
2026-01-01,4309,101.5,64.23519737,75.0,13.63636364,56.775,False,44.901666666666664,3.213511613311658,47.637,0.4799999999999991,0.9600000000000009,0.0,101.5,0.0,101.5,6.355287432313019e-15,0.0,0.0,50.73187497999999,7.3864913637493075,43.11006289,-2.6231662449999997,-5.24633249,0.0,63.66091470333333,10.630140128241935,75.92592593,5.434553875000003,10.869107750000012,0.0,36.28700539333333,10.193907235168666,29.98746867,0.8902939150000102,1.7805878299999982,0.0,56.775,101.5,101.5,101.5,43.11006289,60.72916667,48.35639538,75.92592593,50.0,65.05681818,29.98746867,50.66666667,28.20688084,47.637,40.391,46.677
